username,rating,comment
arka2821,5,"Desain:bagus
Ukuran:mini
Warna:sesuai gambar

Mini banget lucu , kaya mainan wkwk"
mayaembun,5,"Desain:menarik
Ukuran:pas dan sesuai ekspektasi
Warna:bagus dan sesuai gambar

Paket dikirim lengkap,packagingnya rapi,barang sesuai dengan harganya"
riyanneysa,5,"Desain:menarik
Ukuran:sesuai
Warna:bagus

Barang datang sesuai pesanan. Kemasan rapi .. barang jg komplit. Makasih..."
s*****i,5,"Desain:menarik
Ukuran:pas
Warna:hijau

Allhamdulillah
Paket uda datang,
Awalnya takut ngak  sesuai,
tpi pas dtang sesui ekspetasi,
Pekingganya jga bagus 
Suka banget 😍
Makasih"
vionasalvanadeva,5,"Desain:bagus
Ukuran:pas
Warna:hitam

Sesuai dengan harga ya, klw mau barang kualitas bagus pasti ada harga ada rupa, tapi ini oke"
mekawijaya62,5,"Desain:sederhana saja dan unik
Ukuran:sesuai ekspektasi
Warna:hijau yang menarik

Barang yang sesuai untuk kebutuhan mendadak dan praktis.
Apakah tahan panas masih belum dicoba"
suhaedasainongeda,5,"Desain:bagus dn menarik
Ukuran:pas
Warna:ungu cantik

Alhamdulillah paketny udh dtg barangnya bagus dn sy suka warnya semoga awet pakenya,sukses selalu buat semuanya Aamiin..."
uyp1vtbnwp,5,"Desain:tampilan estetik dan sangat menarik, bagus bangettt, dapat harga murah tapi kualitas bagus bangettt. keren poko'nya
Ukuran:pas dan sesuai ekspetasi
Warna:hijau, sesuai di live"
hmna3bysn5,5,"Kualitas:Bagus
Tampilan:oke
Performa:aku suka

Barang udah sampai bagus oke mudah2han awet di pake belum di coba makasih shopee, makasih seller, makasih tokonya amanah sesuai yang di pesang 🙏🙏🙏 tapi ada yg pecah 1 alat dulangnya Ama retak yg lain oke"
m*****a,1,"Kualitas:jelek
Tampilan:bagus

maaf ya kak harus kasih bintang 1 karna emng sejelek itu baru aja di pake masak api kecil aja langsung gagang nya meleyot emng udh gak yakin dari pertama buka barang nya"
r*****y,4,"Desain:menarik
Ukuran:pas
Warna:cerah

Barang sesuai, cuma bautnya kurang 1, murnya pas, karet silikonnya malah lebih, mau pasang pegangan pancinya ternyata kurang baut 1, tutup kaca aman gk pecah"
andi3ndang,4,"Tampilan:cantik
Kualitas:sesuai harga

Lupa fotoAda yg retak bagian pegangannya,entah retak dri tokohx atau retak diperjalanan."
yanti_assokhih,5,"Desain:cantik
Ukuran:sedang
Warna:pink

Bagus bgt MasyaAllah aman juga ndak ada yg pecah"
s*****2,5,"Desain:memiliki desain yang bagus dan menarik
Ukuran:pas
Warna:menarik

Alhamdulillah paketnya sudah sampai dengan selamat dan aman trimakasih 
Semoga barangnya tahan lama"
ayusimandulang,5,"Performa:menarik
Kualitas:baik
Tampilan:oke

Cocok untuk jual lagi, belangganan lama selalu amanah, ok buat jual lagi harga murah bahan y bagus"
setyapiningitvcng,4,"Kualitas:cukup bagus
Performa:lumayan
Tampilan:lumayan

Saat paket DTG kemasannya bagus, saat dibuka kerdusnya udh terbuka dan rusak bagian atasnya, saat cek barang ada satu item (sodet/susuk)  yg patah. Itemnya lainnya ok semua."
gina_3006,5,"Kualitas:ok
Performa:ok
Tampilan:ok

Suka banget sama warnanya gak norak 🤗"
s*****a,5,"Desain:bagus
Ukuran:medium
Warna:pink

Barangnya sudah datang pengiriman sangat cepat dan barangnya juga bagus dan sesuai dengan di live dan di pesanan"
wasikcimoci,5,"Desain:menarik
Ukuran:pas dan sesuai
Warna:hijau

Pesanan sdh tiba barang sesuai harga semoga bermanfaat"
octamiranda_98,5,"Desain:oke
Ukuran:pas
Warna:hitam

Oke dengan harga segitu
Thanks seller, barang datang tidak ada yg rusak
Aman"
m*****i,5,"Desain:cantik
Ukuran:sesuai
Warna:sesuai gambar

Terimakasih barang sampai dengan baik 🙏🙂"
bakultradisional399,1,"Desain:panci tipis ,dan yang dibuat pegangan cepat leleh ,,sepertinya itu bukan cookware,,sekali dibuat nganetin sayur langsung lecet ,,
Ukuran:pas
Warna:sesuai"
dyuliyatun,5,"Desain:imut dan menarik
Ukuran:pas sesuai ekspektasi
Warna:bagus..sesuai dengan gambar

Wooow paketnya sudah datang...warna cantik.. menarik..iiih syukaaa banget ...makasih seller and kurir 🙏"
m*****u,5,Paketan diterima dengan baik dan aman... Pengiriman juga cepat... Makasi selleer
j*****a,5,"Desain:bagus
Ukuran:sesuai
Warna:pink

Panci nya diterima dengan baik, kurir ramah next order disini lagi"
inacchm21,4,"Desain:menarik
Ukuran:sesuai
Warna:bagus lucu

Bagus sesuai dengan harga segitu dapet bnyak,barang di terima bagus walaupun ada sedikit goresan tapi gpp kseluruhan barang nya mulus ko"
r*****b,5,"Kualitas:premium
Performa:tahan lama semoga
Tampilan:green

Baru pertma order. Bener² nda mengecewakan. Makasi min. Semoga banyak produk baru lagi."
naemi90_,5,"Desain:sangat menarik dan cantik ♥️ pas dan sesuai
Warna:sangat bagus dan sesuai gambar"
bocahsetanboset,5,"Desain:menarik dan sesuai spek
Ukuran:pas dan sesuai ekspetasi
Warna:hijau dan sangat menari

Terima kasih paket telah sampai dan baik... Sukses terus"
h0bpn82pjh,4,"Desain:bgus dn elegan
Ukuran:pas
Warna:warna chtik dn mnrik

Trimksi kk branya nype dgn slmat...pgriman cpt ..bhn bgus ..warna chtik bgt ak suka"
p*****m,4,"Desain:tampilan nagus
Ukuran:pas
Warna:sesuai gbar

Makasih seller barang udah datang,lebih cepat dari jadwal,warnanya pas."
hafiya05,5,"Desain:bagus
Ukuran:pas
Warna:Bagus

Alhamdulillah bagus sesuai harga ada tempat taruh menu masakan yg sudah Mateng. Semoga tetep amanah KK 
Pengemasan bagus selamat sampai tujuan."
m*****n,5,"Desain:bagus
Ukuran:imut
Warna:ijo

Allhamdulillah yg  dinanti
Tapi syangnya  q kecewa
Q mau  masak  mi kok  gosong  gitu  kena  api😭😭jadi g cantik lagi"
ccb092lj1k,5,"Desain:unyu kecil
Ukuran:lengkap
Warna:ungyu

Alhamdulillah udah datang pesan an nya. Terimakasih. Kecil bagus. Mudah mudahan awet,ga lengket."
keyrini2289,5,"Performa:oke
Kualitas:baik
Tampilan:cantik dan menarik

Thx seller dikirim sesuai pesanan. Pengemasan aman."
f3y7o0mt5o,5,"Desain:bagus menarik
Ukuran:teryata kecil imut imut
Warna:hijow ke sukaan aku banget

I sayang ada yg kurang baut ga sama besi ya ituh loh ga ada satu jadi ga bisa di pasang yg bagian pegangan ya ituh"
e*****a,4,"Desain:oke
Ukuran:pas
Warna:hijau

Pengisi standar pengemasan rapi produk ori harga murah tapi sayang kurang teliti produk d krm kurang, ga ada fry pan kecewa tapi jadi bintang empat aja karena produk tidak sesuai yg d spil"
liliskartikaa,4,"Desain:menarik
Ukuran:pas
Warna:menarik dan sesuai

Terima kasih paketnya SDH sampe..real pick"
r*****8,5,"Desain:bagus
Ukuran:macsm2
Warna:hijau

Alhamdulillah paket udah nyampai packing rapi bagus kumplit no cacat mksh kak shopee abang paket yg baik"
sartika47,5,"Desain:mantap dan keren
Ukuran:pas dan josss
Warna:menarik dan josss

Alhamdulillah barang telah tiba, sesuai pesanan, kurir ramah terimakasih Sophie"
m*****x,5,"Desain:menarik
Ukuran:sesuai
Warna:hijau, cantik

Barangnya bagus, warnanya cantik
Gaada lecet/pecah pdhal ttup kaca
Bubble wrap tebal
Pengirim cepat"
y*****7,4,"Desain:sangat menarik dan cantik
Ukuran:pas dan sesuai
Warna:sesuai dengan gambar gambar"
s*****9,3,"Desain:ok
Ukuran:kecil
Warna:ok

Pancinya bagus sih kecil-lecil juga ya , kirain besar, terus ga bisa di masak ,tetangga ku beli di aku trs dia masak ehh kuping pancinya meleleh😭😭padahal saya mau arisan berlangganan di tokoh ini tapi ga tau jadi atau gak, smoga aja tetep jadi, pancinya di sarankan jangan buat di masak pake aja buat wadah yg sudah di masak"
virzaaledyavirza,5,"wahhh benar² bagus barang nya, dpt banyak sesuai pesanan harga jg terjangkau pokok nya sippp trims seller / shopee sukses selalu"
gecksanti,5,"Desain:baik
Ukuran:berbagai ukuran
Warna:ungu

Pesanan sdh sampai...komplit dan cukup baik, sesuai dg harga dan tdk ada cacat"
srimaharani380,5,"Desain:trlihat menarik
Ukuran:sesuai ekspektasi
Warna:hijau

jgn ragu ya uda psti terjamin,harga sesuai dgn qualitas"
_nx_o7c794,4,"Desain:biasa
Ukuran:sesuai
Warna:lembut

Sudah confirm kalo cancell.tapi ga bisa.coba beli barang dgn warna yang sama dan jadi double CO.hadeuh padahal sudah chat admin segera setelah cancell.tapi ga bisa meng hubungi admin lagi minta warna lain biar ga sama tapi hrs ngulang pemesanan.cukup deh hemm alias cukuupp"
yolandaudyla,1,"kenyataan tak Sesuai ekspektasi.. ko. sy chat Toko baik2 bukan Meminta pengembalian ataupun Ganti Rugi Sy hanya Mau klo udah salah ya Minta maaf,Kita Manusia tak pernah Sempurna Jika Ada kesalahan Biasakan Diri kita meminta Maaf...  Maaf Ya Buat Tokonya Saya Ngga Bisa kasih bintang sesuai yg kalian Harapkan... 🙏🙏🙏"
fujiadiatunsakinah,5,"Desain:menarik dan lucu banget
Ukuran:pas sesuai ekspektasi
Warna:menarik bagus banget warna pink nya

Bagus banget ukurannya juga imut''"
ayusafitri00900,5,"Performa:bagus
Tampilan:bagus
Kualitas:bagus

Alhamdulilah paket SDH SMP barang bagus Next order lagi pokoknya mantul"
munipmbedugal,5,"Desain:Menarik
Ukuran:Sesuai
Warna:Sesuai Gambar

Sangat Terpercaya. Barang Sesuai Gambar . Pengiriman Cepat"
ani_wijayanti76,5,"Desain:lucu dan menarik
Ukuran:pas dan sesuai ekspetasi
Warna:hijau yg menawan

Model panci eleganewah bagus sangat menarik lumayan tebal pengiriman cepat"
riekesalsabila807,5,"Desain:bagus sesuai dengan gambar
Ukuran:pas
Warna:sangat bagus

Kualitasnya bagus, harganya murah dengan set sekomplit ini, semoga awet"
suyantoaja311,5,"Desain:menarik
Ukuran:sesuai ekspetasi
Warna:bagus sesuai gambar

Bagus sesuai pesanan wrn cerah, toko amanah, customer ramah. Mantap lh pokok nya."
q*****a,5,"Desain:bagus
Warna:pink
Ukuran:sesuai

Pengiriman produk lumayan lama, kualitas bagus.. terimakasih banyak"
r*****0,5,"Desain:modern
Ukuran:sesuai
Warna:hijau

Paket sudah sampai, wajan nya bagus2 semua. Warnanya cantik. Belom dicoba, semoga bagus."
fadilfebry130,5,"Desain:gambar pada produk menarik dan sesuai
Ukuran:pas dan sesuai
Warna:warna produk sesuai dgn ekspektasi

Pesanan udah smpe barang y bagus banget .real pict ga nyesal belanja disini.ada yg recet sedikit panci y tp ggp its okey."
mey_annisa,5,"Desain:cantik
Ukuran:imut²
Warna:hijau

Alhamdulillah sudah sampai, barang lumayanlah sesuai harga.
Lebih cocok untuk hidangkan makanan sudah matang saja, biar tetap cantik & awet."
g*****y,5,"Desain:bagus
Ukuran:mungil
Warna:lucu

barang datang sesuai pesanan, warna sesuai permintaan blm di coba untuk plastiknya apa tahan panas"
a*****i,5,"Desain:bagus
Ukuran:sesuai
Warna:biru.

Alhamdulillah paketnya sdh sampai kak terimakasih bagus barangnya sudah d coba pula. Pengiriman cepat dan packing aman dan rapi"
9b_q8yuq3k,4,"Desain:panci set kecil
Warna:hitam

barang sdh sampe dan pengiriman cepat dapat 10 macam bukan 13 pieces.seperti yg tertera pada kotak.spatulanya berbahan plastik mirip mainan anak2.seperti yg saya fhotokan."
8*****a,5,"Desain:Menarik
Ukuran:Mini
Warna:Pink

Lumayan buat manasin makanan, ukuran mini. 👍👍. Belum di Coba"
farida.53,5,"Bagus panci setnya, harga murah sudah segitu banyaknya. Seller fast respon utk kekurangan barang, sekali dikonfirmasi segera ditanggapi. Thankyou"
nurlela.0805,5,"Desain:imut dan cantik
Ukuran:sesuai
Warna:ungu cantik banget

Makasih gan 👍 sukses selalu 👍"
i*****i,3,"Performa:belum dicoba
Kualitas:lumayan
Tampilan:bagus

Pancinya bagus tapi sendoknya hampir patah smua tapi udh gpp. Yg pnting pancinya ngak rusak."
annafitria311,3,"Kualitas:belum tau
Tampilan:cakep
Performa:belum tau

Barang sudah sampai ke alamat tujuan dengan selamat, barang sesuai dengan warna yang dipesan tapi saya meragukan dari sisi pengangan nya hanya berbahan plastik takut nya meleleh saat di gunakan di atas kompor semoga aja awet dan bermanfaat, untuk seller dan juga Shopee terimakasih"
rafikasubroto,5,"Desain:bagus
Ukuran:sesuai deskripsi
Warna:cantik gemes banget 🥰

Cuma agak tipis ya bahan nya semoga gak ngelupas terus awet ya 😁"
murn1e1991,4,"Desain:bagus
Ukuran:pas
Warna:pink

sesuai harga lah baru di pasang dah lepas gagang nya , tpi lucu cocok untuk pajangan"
jskalkb_vk,5,"Desain:menarik
Ukuran:pas
Warna:sesuai

Baru konfermasi,barang dtng sangat rapih ,aman,tdk ada yg kurang,barang bagus mudah""an awet 🙏"
n*****6,5,"Desain:bagus
Ukuran:pas
Warna:pink

Cantik cantik sekali perabotannya. Mempercantik dapur kekekekekek..."
y*****a,4,"Desain:elegan
Ukuran:pas dan lumayan lah
Warna:cantik

Produk baik dan bagus. Produk jga aman dan tidak ada lecetnya. Packing pake bublewrap lumayan tebal"
s*****8,3,"Performa:bagus
Kualitas:kurang
Tampilan:bagus

Barangnya bagus dan harga relatif murah serta kemasan rapi, sayang pancinya agak ringan dan tempat pegangan cepat meleleh...."
ajipratamaasykariputra,4,"Tampilan:ok
Performa:ok
Kualitas:ok

Lepas satu yg buat pegangannya pdhal brngnya bagus 🥲 hehe oke ngga pp"
u*****u,5,"Desain:bagus
Ukuran:sesuai
Warna:sesuai eksptasi

Suka banget, gak bakalan rugi belanja d sini, sangat amanah"
mw6s6b0jgs,5,"Desain:bagus dan menarik
Ukuran:pas sesuai hargany lumayan bisa buat keluarga kecil
Warna:sesuai dgn ekspetasi"
ethyarrahman14,5,"Desain:sangat menarik
Ukuran:pas dan sesuai
Warna:lembut dan sesuai gambar

Harga murah dengan kualitas OK. Puas belanja ditoko ini"
o*****2,5,"Desain:bagus
Ukuran:sesuai
Warna:pink ,sesuai

Baguss , pengiriman cepet,packing ok lahh 👍👍"
ninaletwina10,4,"Tampilan:cantik dgn warna ungu
Kualitas:bagus, tapi ganggang nya bisa meleleh kena api

Bagus dan murah banget si"
m*****n,4,"Desain:terlihat keren dan modern
Warna:biru yang menarik sesuai gambar
Ukuran:pas dan sesuai

Alhamdulillah barang nya sampai dgn selamat...tapi sayang ada yg penyok... mungkin krna ditindas degn barng2 lain"
8la_cw71ws,5,"Desain:menarik
Ukuran:pas
Warna:ungu

Warna bagus
Penampilan juga bagus
Sayang ny kuping ny ada yg tidak sesuai dgn pasangan ny, jadi sama sekali gk bisa d gunakan. Lalu kuping ny terbuat dari pelastik, jdi gampang terbakar dan meleleh
Sangat d sayangkan sih"
ray.nikmah,5,"Paketnya lengkap dan warnanya pun cantik, ntar lagi mau dicoba pakai masak.
Mudah-mudahan gak bocor"
y*****i,1,"Desain:bagus
Ukuran:oke
Warna:baguss

Baguss warnanya cakep .. 
Tpi ini ga rekomen buat masak pake kompor gas .. 
Bisa pake yang punya kompor listrik  
Kena api gede langsung gosong ..
Panci tipis bisa buat tempat sayur kalo udh mateng 
Ga rekomen buat masak .. 
Berkarat cet ngelupas bahaya buat tempat makanan"
l*****6,3,"Kualitas:kurang bagus
Performa:peralatan masak
Tampilan:bagus.

Sesuai dgn harga murah, spatula & sutil asli gak bisa dipakai. Klo kena panas pasti meleleh krn dr bahan plastik."
a*****n,3,"Desain:bagus
Ukuran:bagus
Warna:sesuai deskripsi

Wajan nya bagus.. Saya senang skli pas dtng tp pas d coba ganggangnya meleleh.. Sayang banget apa lg teflon nya jdi gak tau fungsinya buat apa slx gak bisa d pake masak🥲"
capunk_007,5,"Desain:ok
Ukuran:ok
Warna:kurang cerah maaf

Paket mendarat dengan selamat paking rapi aman sampai tujuan dan cepat penjualan responsif aman amanah semoga berkah laris manis bossku sepatula nya bahan plastik terimakasih yaa"
eleanor.shanum,5,"Desain:menarik
Ukuran:pas
Warna:hitam

Bagus banget, murah dan gak,murahan,suka banget, next order lagi"
imassr2,5,"Desain:tampilan estetik dan menarik
Ukuran:pas dan sesuai ekspetasi
Warna:sangat bagus sesuai dengan gambar

Sangat memuaskan...tokonya amanah 👍🫰🏽"
3cp7kkhm41,5,"Performa:sangat ok
Tampilan:ok banget
Kualitas:sangat ok

Alhamdulillah pesanan sesuai yg diinginkan barangnya pun bagus tidak mengecewakan deh pokoknya akan JD pelanggan setia"
1lx7497dav,5,"Desain:cantik
Ukuran:sesuai
Warna:pas dihati

Alhamdulilah suka bngt pst akn pesan ditoko ini lgi buat mama dikampung"
theresela,5,"Desain:menarik dan sesuai ekspetasi
Ukuran:pas sesuai dengan harga
Warna:hitam..sesuai dengan live

Barang nya bagus 
Sesuai dengan harga yg d dapat"
periyenawati,5,"Desain:unik
Ukuran:mini
Warna:cantik

Barang bagus tapi pengang ya dari plastik takut meleleh klw di pakai untuk masak. Tidak direkomendasikan, sesuai dgn harga"
tina2227,5,"Desain:ok
Ukuran:pas
Warna:sesuai,,

Alhamdulillah barang sudah sampai semoga manfaat dan awetcuma agak tipis kaya seng"
lasmifebrianti02,5,"Desain:bagus
Ukuran:sesuai
Warna:bagus

Terimakasih kak pesanan nya sangat sesuai sekali"
m1bepte96r,5,"Desain:elegan dan minimalis
Ukuran:pas
Warna:sesuai gambar

Bagus banget sebanyak ini dapet harga murah ,gak tau sutil nya lonyot apa gk Belum di coba"
32uvr92r2j,5,"Performa:sangat baguss
Tampilan:kerenn
Kualitas:top markotop

Kalo kalian mau co, gas aja soalnya barang bagus banget sama seperti di foto"
plcbas1l1t,5,"Desain:ok
Ukuran:pas
Warna:ok

Pesanan nya sudah sampai ke tempat tujuan terimakasih KK, mantap barang nya, semoga toko nya berkah selalu"
ajengtio,5,"Desain:bagus, sesuai dengan gambar
Ukuran:pas untuk masak
Warna:unggu sangat menarik

Kurir nya ramah, pesanan sesuai, warnanya bagus, cocok untuk masak"
sriwahyuni_majid,5,"Desain:sederhana dan elegan
Ukuran:pas dan sesuai
Warna:sangat bagus dan sesuai gambar

Sangat memuaskan"
motor_lawas_bekasi,4,"Desain:lunayan
Warna:hijaunya agak pudar
Ukuran:pas

Barang lumayan bagus, panci nya gak tebal gak tipis standar aja, kalo untuk spatulanya yg plastik kemungkinan kurang kuat karena tipis gak bisa panas2 penggunaannya takut meleleh,, untuk harganya sangat murah cuma 100san sebanding dengan barang,, kalo mau bagus banget ya harga jutaan"
realmec31179,5,"Desain:0k
Ukuran:pas
Warna:ungu

Alhamdulillah Barangsudah sampai dan sesuai,semuanya lengkap,toko amanah,lain kali order di toko ini lagi.makasi"
k4k6f1y35_,5,"Desain:menarik aku suka
Ukuran:pas sesuai
Warna:sesuai expetasi dan menawan

Benar benar menarik tempat alat dapur warna desain dan model aku suka"
luluul_marfuah,5,"Desain:cantik
Ukuran:pas dan sesuai
Warna:pink

Gabisa berkata kata cakep bgt sesuai ekspektasi 😍😍😍"
sintiachimchim,5,"Desain:lucu banget menarik lagi
Ukuran:sesuai exspetasi
Warna:ungu

Bagus banget semoga temen aku suka, cantik bangettttt, gak nyesel beli disini respon adminnya juga baik."
yoyokuye,2,"Desain:oke
Ukuran:kecil
Warna:bagus

Iklan yang tidak sesuai..barang gagang meleleh semua , katanya tahan panas tapi sampah untuk gagang nya..."
..meliana,5,"Desain:rapi
Ukuran:pas dn sesuai dngn postingan ny
Warna:biru terang bgs sesuai pesanan"
mo53pmat3k,5,"Desain:menarik
Ukuran:sesuai ekspetasi
Warna:sangat bagus

Pesanan sudah sampai, aman dan bagus, bahan tebal, pokoknya sesuai lah dengan harga, saya suka."
b*****4,5,"Desain:tampilan bagus
Ukuran:pas dan sesuai
Warna:sesuai dengan gambar

barang bagus yaa... sesuai gambar dan live, cuma untung gantungan centong warna pink nggak ada"
ridalala973,5,"Desain:cantik
Ukuran:pas
Warna:pink

Panci set yang cantik, cocok digunakan untuk memasak, barang datangnya cepat, kualitas sesuai harga."
rusliji037,4,"Desain:baus
Ukuran:sedang..engk besar2 amat
Warna:hijau

barangnya bagus dan lengkap,cuman enggk tebal enggk tipis..sedang2 aj sih..semogah awet aj ..."
karudeetje,5,"Desain:menarik
Ukuran:Sesuai gambar
Warna:Sesuai pesanan

Toko amanah 
Makasih shopee n seller jg kurir"
ratih_sand,5,"Desain:Bagus
Ukuran:Bagus
Warna:Bagus

Secara keseluruhan bagus,lumayan murah harganya.Walaupun ada sedikit penyok gk pa2,mgkn kebentur saat diperjalanan.Smg kedepan packing bisa ditingkatkan"
i*****_,5,"Desain:bagus
Ukuran:sesuai ekspektasi
Warna:hitam

terimakasih seller barangnya sampai dan diterima dengan aman, pengiriman dari toko juga sangat amat cepat sekali"
serinurmalasariritonga,5,"Alhamdulillah paket da sampai...
Sesuai dengan pesanan..
Pekingan aman dan rapi..
Ksemangat mau masak jadinya

Terimakasih...😊😊😊"
amarjohan225,5,"Desain:imut mungil
Ukuran:kecil
Warna:hitam

Semuanya bagus. Kecil dan imut panci dan teplonnya."
donayoseph,5,"Desain:menarik
Ukuran:sesuai
Warna:sesuai

Paket nya udh datang sesuai pesanan..panci bagus cm gagang nya KLO kena panas meleleh ga ya..terus centong SM yg lain2  nya KLO kena minyak panas apa ga meleleh..blm di coba si jadi ga tau,,ya mudah2an ga pada meleleh.."
s3yg_do_ft,5,"Desain:bagus
Ukuran:pas
Warna:warna hijau cantik dan menarik

Barangx sesuai pesanan warna hijau yg cantik cara pengemasanx pun bagus barangx sampai tampa cacat"
dtii32q_eq,5,"Tampilan:tampilan bagus, rapi
Kualitas:tebal
Performa:mudahan awet

Alhamdulillah, sampai. Bagus. Tidak penyok. Rapi"
n*****u,5,"1 gagang pancinya rusak 
Overall bagus pancinya cantik cuma sayang satu cacat gagangnya cocot jadi ragu kuat atau enggak ini pancinya
Tapi sellernya baik banget mau tanggungjawab ngasih diskon shopeepay buat ganti panci yang rusak, makasih seller dan adminnya udah amanah ☺️"
mbakus3004,4,"Desain:bagus
Ukuran:sesuai
Warna:menarik

Paketnya sudah sampai bagus sesuai dengan pesanan. Warna sesuai warna ungu kesukaan. Pengiriman cepat pancinya tebal."
yeni.mariani,4,"Tampilan:tampilan lumayan
Kualitas:kualitas nlm tau mdh2an bagus

Penampilan lumayan cantik tp sayang daya minta biru yg dikirim pink,padahal ini buat anak cowo yg nge kost trus knp merk nya omicko bkn hongzuo"
rikamomoy389,3,"Desain:bagus..
Ukuran:bagus
Warna:bagus

CMA pas smpe yg satu nya melengkung..mngkin trbentur"
q2y21a7rmk,5,"Tampilan:tampilannya ok banget
Kualitas:belom di coba

Sangat2 amanah bagus banget puas deh"
a*****4,3,"Desain:sesuai dengan gambar
Ukuran:lebih kecil dari fotonya 😅
Warna:pink

Untuk pengemasan dan pengiriman cepet 💗kualitas produk sesuai dengan harganya☺jangan berharap lebih dengan harga segitu gengs😀selebihnya bagus ko💗💗💗"
d2cfnfuonq,5,"Desain:lumyan
Ukuran:lmyan
Warna:lumayn

Kurang bagus.masang nya susah banyak baut yang ga bisa di pasang!!!"
uminatul211,5,"Tampilan:ol
Performa:ok
Kualitas:lumayan

Barang datang dengan jumlah lengkap.tampilannya cantik.untuk bahan g tebel2 bcnget.standartlah ea.mgkin sesuai hrga.thanx seller 🙏"
l*****3,5,"Desain:ok. dan cantik
Ukuran:pas ama diskripsi
Warna:seseui harga ya..

Ok lah buat di belli lagi.. Sesuai kok ama yg di gambar.. Cuman rada tipis dikit sih.. But its okey"
fahmi06232,4,"Desain:bagus
Ukuran:sesuai
Warna:ungu menarik bgt

Ok sesuai dengan pesanan tp knp spatula dan yg lainnya ga tahan minyak panas jd meleot dan meleleh sedikit kecewa si"
mxak6goph7,5,"Desain:sangat keren dan menarik
Ukuran:pas dan sesuai harapan
Warna:menarik dan terlihat elegan

Silahkan beli di lapak ini. Ada diskon besar lho."
alinlilik,3,"Desain:biak
Ukuran:kecil
Warna:hijau cerah

Terimakasih kaka paketnya dah nyampek ya ini baru dateng ,,gp maaf agak kecewa ,soalnya dilave sama ynv dateng beda kemasannya ,,mereknya sih sama tapi kardus kitaknya ko beda ya ,,sekali lagi terimakasih"
eko_meirianti,5,"Desain:sederhana namun elegan
Ukuran:pas dan sesuai
Warna:sesuai permintaan

Alhamdulillah sudah sampai. Makasih saller semoga laris manis tokonya"
h*****a,4,"Desain:imut
Ukuran:sesuai
Warna:sangat cantik

Suka bgt warna hijau, warna kesukaan bgt , sampai langsung semangat bukak paketnya, pengiriman juga cepat langsung di pake masak,,tapi sayang gagang panci ny gak kuat panas, padahal api ny udah paling kecil,,rugi bgt dehhh..trus panci yg paling kecil baut nya gak cocok kependekan jadi gak bisa di pakek deh..."
cindyyani469,5,"Desain:manis
Ukuran:pas
Warna:hijau dan imut

Aku suka panci set nya,bagus,imut dan harga nya murah sekali, thanks shopee,seller and mas karier,sukses selalu ya 🥰❤️🙏"
sibatusubuhi,5,"Desain:sangat menarik
Ukuran:pas dan sesuai
Warna:bagus banget warnanya suka deh pokoknya

Toko nya amanah 
Alhamdulillah ga ada yg rusak"
i*****1,4,"Desain:menarik cantik
Ukuran:pas sesuai
Warna:oke sesuai

Alhamdulillah paket sudah datang realpict 
Tadi ada knop panci ada yg retak 1 🤦🏻‍♀️"
e*****a,1,"Harga:mahal
Kualitas:jelek sekaliiiii

Panci dll nya jelek bgt kok ya? Itu pan nya baru beberapa hari, tadi nge goreng ayam jadi meleleh gtu pegangan nya, buset dah ga safety banget, pokok nya jelek bgt lah. Ga sesuai harga nya. PIKIR LAGI KALO MAU BELI. Makasih"
ennyrachma77,5,"Desain:bagus
Ukuran:sesuai
Warna:hijau

Alhamdulillah barang sudah datang.... Ternyata bagian banget.. Suka sama warnanya.. . Dapat harga murah tapi berkualitas... Recommend dech pokoknya... Terimakasih🙏"
susipatmawati963,5,"Desain:sangat menarik
Ukuran:sesuai gambar
Warna:sesuai ekspektasi

Mksh reseler paket udh DTG TPI mf Bru sya nilai"
hx16xtj6bf,5,"Desain:gambar pd produk sesuai dgn barangnya
Ukuran:pas dan sesuai ekspetasi
Warna:sangat bagus dan sesuai dgn gambar

Mudah2 an awet dan bisa buat langganan 🙏"
melisa_gurning,5,"Desain:menarik
Ukuran:minimalis
Warna:bagus

Suka dgn cookware panci set original dari Hongzhuo,
Trima kasih brg sampai dgn aman tidak ada lecet sedikitpun. Mudah2n awet"
i*****2,5,"Desain:bagus
Ukuran:kecil
Warna:hijau

Alhmdulillah nonton di live dpt diskon
Packing oke aman dan rapi
Pengiriman cepat.respon nya juga cepat
Barang nya imut,kiran besar kaya yg kmrm pesen...tp alhmdulillah lumayan buat kado"
m*****a,5,"Alhamdulillah paket lu udah tiba, sesuai dengan pesanan, warna hijau warna kesukaan, thanks🌹"
dernyboy,5,"Desain:sangat estetis & menarik
Ukuran:pas & sesuai
Warna:warna produk sesuai

Barang yg masuk sangat bagus, pokoknya puas dgn produknya, gk nyesal belanja ditoko ini🙏🏻😘"
elisara,5,"Tampilan:sangat cantik
Performa:baik
Kualitas:baik

Dikirim sesuai pesanan...cantik bgt set panci wajannya...semoga awet,anti lengket tp blm dicoba"
gitapita06,5,"Tampilan:oke sesuai pict
Performa:bagus
Kualitas:lumayan

Harga sesuai kualitas ya. Ada goresan sama penyok dikit"
jumintenjuminten495,5,"Desain:bagus n cantik ,suka bngt
Ukuran:sesuai keinginan,
Warna:standart buat ibu2"
gxevmhk150,5,"Desain:menarik
Ukuran:pas
Warna:bagus bangat

saya suka dgn harga segitu lumayan lh ,
tp saya ada 1 panci yg bautnya tak bisa di pasang ,secara keseluruhan mantap"
